index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
1258,FUTUR TRANSACTIONS MONTIGNY-LE-BRETONNEUX,Montigny,montigny@futurtransactions.com,https://futurtransactions-montigny.com/fr/,futurtransactions-montigny.com,MOYENNE
1608,Agence Immobilière | MG IMMOBILIER Bourg-en-bresse,Saint-Tropez,accueil@agencedeslices.immo,https://www.agencedeslices.immo/,agencedeslices.immo,MOYENNE
1713,Société PALAIS IMMOBILIER (PALAIS IMMOBILIER) à 06300 ...,Nice,direction@palaisimmobilier.com,https://annuaire-entreprises.data.gouv.fr/entreprise/391026531,annuaire-entreprises.data.gouv.fr,MOYENNE
1730,Notre équipe | TARAVANT IMMOBILIER,Clermont-Ferrand,contact@taravantimmo.com,https://www.taravantimmo.com/content/1/notre-equipe.html,taravantimmo.com,MOYENNE
1790,"Agence Immobilière Annecy, Rue Parallèle",Saint-Martin-Bellevue,contact@rue-parallele.com,https://www.rue-parallele.com/,rue-parallele.com,MOYENNE
1991,"Agence immobilière à Voiron, Trenta Immobilier",Voiron,agence@trenta.immo,https://www.trenta-immobilier.fr/,trenta-immobilier.fr,MOYENNE
2023,MUSCAT IMMOBILIER: Agence immobilière Villefontaine,Villefontaine,agence@muscat.immo,https://www.muscat.immo/,muscat.immo,MOYENNE
2078,Cabinet Dallaporta: Agence immobilière Marseille 7,Marseille,servicecommercial@dallaporta.com,https://www.dallaporta.com/,dallaporta.com,MOYENNE
2200,Immobilier Sausset-les-Pins Agence L'IMMOBILIERE BLEUE ...,Sausset,contact@immobleue.net,https://www.immobleue.net/,immobleue.net,MOYENNE
2259,Optimmo Conseils - Agence immobilière à Nice,Nice,contact@optimmo-conseils.com,https://www.optimmo-conseils.com/,optimmo-conseils.com,MOYENNE
2434,Louis et Leon Immobilier: Agence Immobilière Villefranche-sur ...,Anse Louis,contact@louisetleonimmobilier.fr,https://louisetleonimmobilier.fr/,louisetleonimmobilier.fr,MOYENNE
2607,iCloud,,macylien@icloud.com,https://www.icloud.com/,icloud.com,MOYENNE
2652,Laurent COSSART | Agent immobilier,,cossart.laurent@orange.fr,https://bluecollectionimmo.com/fr/equipe/115841,bluecollectionimmo.com,MOYENNE
2710,Agence des Domaines: Agence immobilière à Cagnes-sur-Mer,Cagnes,contact@agencedesdomaines.com,https://www.agencedesdomaines.com/,agencedesdomaines.com,MOYENNE
2780,Agence du Littoral: Agence immobilière Andernos-les-Bains,Andernos,contact@agencedulittoral.immo,https://www.agencedulittoral.com/,agencedulittoral.com,MOYENNE
2851,EUROGESTION Agence Immobilière,,immobilier@eurogestion.fr,https://www.eurogestion.fr/,eurogestion.fr,MOYENNE
3060,Sélection d'annonces,,gm@gregorimetgeimmobilier.com,https://www.gregorimetgeimmobilier.com/selection,gregorimetgeimmobilier.com,MOYENNE
3074,AGN Immobilier - Agence immobilière à Agde et Montpellier,Agde,agn@agde-immobilier.net,https://www.agn-immobilier.net/,agn-immobilier.net,MOYENNE
3098,PLACE 65 - Accueil,Caissargues,agence@place65.com,https://www.place65.com/,place65.com,MOYENNE
3111,Acheter un bien avec l'agence Denim Immo,Nîmes,isabelle.avellaneda@denimimmo.fr,https://www.denimimmo.fr/nos-biens-vente,denimimmo.fr,MOYENNE
3196,Habitat Logement Méditerranée | Béziers,,contact@habitatlogement.fr,https://www.habitatlogement.fr/,habitatlogement.fr,MOYENNE
3329,Nous joindre - Immoparc,,immoparc@gmail.com,https://immoparc.com/nous-joindre,immoparc.com,MOYENNE
3363,Agence immobilière Lambersart - Immobilière de l ...,Immobilière,contact@immolambersart.fr,https://www.immolambersart.fr/,immolambersart.fr,MOYENNE
3366,Agence immobilière Lambersart - Immobilière de l ...,Immobilière,contact@immolambersart.fr,https://www.immolambersart.fr/,immolambersart.fr,MOYENNE
3409,Agence Lille,Lille,contact@norestim.fr,https://www.norestim.fr/agences/contact/,norestim.fr,MOYENNE
3685,Immobilier Desaulles,,fra@desaulles.fr,https://immobilier-desaulles.fr/,immobilier-desaulles.fr,MOYENNE
3724,Logis d'Alsace: Agence immobilière à Altkirch,Altkirch,altkirch@logis-alsace.com,https://www.logis-alsace.com/,logis-alsace.com,MOYENNE
3822,Selest Immo: Agence immobilière à Sélestat en Alsace,Kintzheim,contact@selestimmo.fr,http://www.selestimmo.fr/,selestimmo.fr,MOYENNE
4263,Angelita'Immo: Agence immobilière Nantes,Whats,angelitaimmo@gmail.com,https://www.angelitaimmo.com/,angelitaimmo.com,MOYENNE
4274,Agence immobilière à Vertou en Loire-Atlantique ( 44 ) | D ...,Vertou,contact@dpro-immo.fr,https://dpro-immo.fr/,dpro-immo.fr,MOYENNE
4366,immobilier | L'ETUDE IMMOBILIERE - Mayenne,Strasbourg,contact@letude-immobiliere.fr,https://www.letude-immobiliere.fr/,letude-immobiliere.fr,MOYENNE
4530,Agence immobilière Acanthe Immobilier à Cherbourg ...,Castelnau,acantheimmobilier@orange.fr,http://www.acanthe-immo.fr/,acanthe-immo.fr,MOYENNE
4637,Orange - Direction de l'immobilier du groupe,,immobilier-service@orange.fr,https://www.immoweek.fr/entreprise/orange/,immoweek.fr,MOYENNE
253,Bienvenue sur le site de l'agence Un Appart En Ville,Paris Un Appart,info@unappartenville.com,https://www.unappartenville.com/,unappartenville.com,MOYENNE
324,Nos biens - Boya,Annecy,contact@boyaimmobilier.fr,https://boyaimmobilier.fr/nos-biens/,boyaimmobilier.fr,MOYENNE
384,Agence immobilière CL IMMO,Nice France,contact@cli.immo,https://climmo.com/fr/,climmo.com,MOYENNE
412,L'Agence - Expert immobilier en Corse,Porto-Vecchio,CONTACT@CORSICANREALTY.COM,https://corsicanrealty.com/lagence-expert-immobilier-en-corse/,corsicanrealty.com,MOYENNE
440,Your partner in Real Estate,Real Estate,mvdimmo@pt.lu,https://www.mvdimmo.lu/en,mvdimmo.lu,MOYENNE
516,Marney Property: Agence immobilière Paris 9,Paris,agence@marney-property.com,https://www.marney-property.com/,marney-property.com,MOYENNE
742,Etude MS – Agence immobilière Paris,Paris,etude.ms@ms-conseils.com,http://ms-conseils.com/,ms-conseils.com,MOYENNE
796,VILLAGE BLEU: Agence immobilière Asnières-sur-Seine,Asnieres Sur Seine,asnieres@villagebleu.com,https://www.villagebleu.fr/,villagebleu.fr,MOYENNE
915,Location immobilière | GO IMMO,Saint,location@go-immo.fr,https://www.go-immo.fr/location/974-reunion/1,go-immo.fr,MOYENNE
988,"Concept Immo | Agence immobilière à Lille - Vente, location ...",Lille,contact@conceptimmolille.com,https://www.conceptimmolille.com/,conceptimmolille.com,MOYENNE
1124,Immo Confiance: Agence immobilière Liancourt,Liancourt,agence@immoconfiance.fr,https://www.immoconfiance.fr/,immoconfiance.fr,MOYENNE
1441,immobilier | Elodie Giraud - GESTION IMMOBILIÈRE ...,Coulommiers Contacter,contact@giraud-immo.fr,https://www.giraud-immo.fr/,giraud-immo.fr,MOYENNE
1459,A 91 IMMOBILIER votre agence immobilière à Mennecy,Mennecy,a91immobilier@orange.fr,https://www.a-91-immobilier.fr/,a-91-immobilier.fr,MOYENNE
1574,Real estate agency Real estate differently,Numéro,contact@flowrealproperty.be,https://www.flowrealproperty.be/en/,flowrealproperty.be,MOYENNE
1649,Agence Immobilière Gianella Immobilier - Saint-Galmier,Saint Galmier,saintgalmier@gianellaimmobilier.fr,https://www.gianella-immobilier.fr/,gianella-immobilier.fr,MOYENNE
1653,Barlier Immobilier: Agence immobilière à Strasbourg,Strasbourg,agence@barlierimmobilier.fr,https://www.barlierimmobilier.fr/,barlierimmobilier.fr,MOYENNE
1676,Impact Agency,Cannes France,sales@cannes-impact.com,https://cannes-impact.com/en/,cannes-impact.com,MOYENNE
1727,Immobilier Orange et agence immobilière G. SILVY,Orange,immo-sylvieday@orange.fr,https://www.silvy-immobilier.com/,silvy-immobilier.com,MOYENNE
1852,MON ESPACE CLIENT,Marseille Durand Immobilier,contact@durandimmo.com,https://www.durandimmo.com/mon-espace-client/,durandimmo.com,MOYENNE
1913,Société BOCHATON IMMOBILIER,Evian,direction@bochaton-immobilier.com,https://www.pappers.fr/entreprise/bochaton-immobilier-439756297,pappers.fr,MOYENNE
2202,"Projet Immo Gestion, agence immobilière à La Penne-sur ...",La Penne,projetimmogestion@gmail.com,https://www.projetimmogestion.com/,projetimmogestion.com,MOYENNE
2251,M Riviera Agence immobilière Digitale sur Saint Paul de Vence,Vence,matt@m-riviera.com,https://www.m-riviera.com/,m-riviera.com,MOYENNE
2355,Cabinet 3000: Agence immobilière Toulon,Toulon,contact@cabinet3000.fr,https://www.cabinet3000.fr/,cabinet3000.fr,MOYENNE
2366,plancarre.immo,Toulon,contact@plancarre.com,https://plancarre.immo/,plancarre.immo,MOYENNE
2536,"Real estate Antibes, Arkan-Ciel Real Estate",,info@arkan-ciel.com,https://www.arkan-ciel.com/en/,arkan-ciel.com,MOYENNE
2547,Real estate agency Wee.immo,Antibes France,contact@wee.immo,https://wee.immo/en/contact-us,wee.immo,MOYENNE
2760,"Immobilier Martigues, Agence immobilière L'Immobilière du ...",Martigues Situer,immoducours@gmail.com,https://www.immoducours.com/,immoducours.com,MOYENNE
2795,Agence Immobilière | REALIMMO TRANSACTION | Draguignan,,contact@realimmotransaction.com,https://www.realimmotransaction.com/,realimmotransaction.com,MOYENNE
2832,Riva Immobilier Luxury: Agence immobilière La Cadière-D'Azur,La Cadière,agence@rivaimmobilier.com,https://www.rivaimmobilier.com/,rivaimmobilier.com,MOYENNE
2906,Prométhée Transaction: Agence immobilière Sanary-sur-Mer,Sanary-Sur-Mer,contact@promethee-transaction.com,https://www.promethee-transaction.com/,promethee-transaction.com,MOYENNE
3133,Roussel Immobilier: Immobilier Poussan agence immobilière ...,Poussan Situer,rousselimmopoussan@gmail.com,https://www.rousselimmobilier.com/,rousselimmobilier.com,MOYENNE
3253,Monnereau Immobilier: Agence immobilière Barbezieux-Saint ...,Barbezieux-Saint-Hilaire,agence@monnereau.fr,https://www.monnimmo.com/,monnimmo.com,MOYENNE
3284,Agence Palomar: Agence immobilière à Blagnac,Blagnac,transactions@agence-palomar.fr,https://www.agence-palomar.fr/,agence-palomar.fr,MOYENNE
3297,Email alert - Real estate agency FERNANDEZ IMMOBILIER,Marcigny Phone,contact@fernandezimmobilier.fr,https://www.fernandezimmobilier.com/en/email+alert.html,fernandezimmobilier.com,MOYENNE
3548,Agence immobilière MARIE FRANCE DELMOND ...,Laon France,contact@mfd-immobilier.fr,https://mfd-immobilier.fr/fr/contact,mfd-immobilier.fr,MOYENNE
3597,SOH Immobilier | Agence Immobilière Strasbourg ...,Strasbourg,contact@soh-immobilier.fr,https://www.soh-immobilier.fr/,soh-immobilier.fr,MOYENNE
3790,Agence Immobilière PERQUIN,Thionville,contact@perquin.fr,https://www.perquin.fr/,perquin.fr,MOYENNE
3886,Property specialists in the South West of France,,info@bordeauxbeyond.co.uk,https://beyondimmobilier.com/en/,beyondimmobilier.com,MOYENNE
3938,Gloeser Immobilier - Poitiers,Poitiers,poitiers@immobilier-gloeser.com,https://www.immobilier-gloeser.com/,immobilier-gloeser.com,MOYENNE
4111,DL Immobilier: agence immobilière Biarritz,Biarritz,contact@dl-immobilier.fr,https://www.dl-immobilier.fr/,dl-immobilier.fr,MOYENNE
4132,AGENCE GREEN,Vannes,info@green-agence.com,https://www.ot-campings.com/annuaire/agence-green/,ot-campings.com,MOYENNE
4224,Foch Immobilier - Dax,Dax,contact@fochimmo.fr,https://fochimmo.fr/,fochimmo.fr,MOYENNE
4243,Prendre rendez-vous,Hyères,contact@directhome44.com,https://www.directhome44.com/prendre-rendez-vous,directhome44.com,MOYENNE
4344,Sorin immobilier - Château-Gontier-sur-Mayenne,Château-Gontier,germaing@sorin-immobilier.com,https://www.sorin-immobilier.com/content/9/sorin-immobilier-chateau-gontier-sur-mayenne.html,sorin-immobilier.com,MOYENNE
4349,"Agence du Dauphin Pornichet. Vente, location sur Pornichet ...",Pornichet,pornichet@agencedudauphin.com,https://www.agencedudauphin.com/notre-agence,agencedudauphin.com,MOYENNE
4476,Caen,,caen@lem-entreprise.com,https://www.lem-entreprise.com/area/caen/,lem-entreprise.com,MOYENNE
4624,AVM2 Immobilier: Agence immobilière Auxerre,Auxerre,jmv@avm2.fr,https://www.avm2.fr/,avm2.fr,MOYENNE
4662,Panther Immo: Agence immobilière Tours,Tours,contact@pantherimmo.com,https://www.pantherimmo.com/,pantherimmo.com,MOYENNE
42,Nos biens immobiliers,Paris,contact@progessimmo.fr,https://www.progessimmo.fr/vente/1,progessimmo.fr,MOYENNE
100,Cibles & Associés | Conseil en immobilier depuis 2009,La Rochelle Tél,contact@ciblesassocies.com,https://ciblesassocies.fr/,ciblesassocies.fr,MOYENNE
234,Kaphie Immobilier: Accueil,,kaphie@kaphieimmobilier.fr,https://www.kaphieimmobilier.fr/,kaphieimmobilier.fr,MOYENNE
254,TiffenCogé: Agence Immobilière,Paris,contact@tiffencoge.fr,https://www.tiffencoge.fr/,tiffencoge.fr,MOYENNE
541,Eurotransactions Immobilier,Val,contact@eurotransactions.fr,https://www.eurotransactions.fr/,eurotransactions.fr,MOYENNE
798,"Qui sommes-nous ? - Immobilier, agence immobilière RetG",Domont,wgaussens@retg.fr,https://retg.fr/qui-sommes-nous/,retg.fr,MOYENNE
838,Immobilière Fournier: Agence immobilière Pont-Sainte-Maxence,Pont-Sainte-Maxence,immobilierefournier@orange.fr,https://www.immo-fournier.fr/,immo-fournier.fr,MOYENNE
1048,JMC Immobilier: Agence Immobilière Rambouillet,Rambouillet,rambouillet@jmc-immobilier.com,https://jmc-immobilier.com/,jmc-immobilier.com,MOYENNE
1260,Thomas HENNINOT,,henninot.thomas@hotmail.fr,https://fr.linkedin.com/in/thomas-henninot-84285242,fr.linkedin.com,MOYENNE
1318,AGENCE PRINCIPALE Ermont,Ermont Agence Principale,ermont@agenceprincipale.com,https://www.agenceprincipaleermont.com/,agenceprincipaleermont.com,MOYENNE
1323,AGENCE PRINCIPALE Ermont,Ermont Agence Principale,ermont@agenceprincipale.com,https://www.agenceprincipaleermont.com/,agenceprincipaleermont.com,MOYENNE
1450,Val de Gally Immobilier : Tout l'immobilier à Fontenay le Fleury ...,Fontenay Le Fleury,immobilier@valdegally.fr,https://www.valdegallyimmobilier.com/,valdegallyimmobilier.com,MOYENNE
1559,Agence immobilière | Begoma-Immo | Lyon | Estimation Gratuite,,mgomez@begoma-immo.fr,https://www.begoma-immo.fr/,begoma-immo.fr,MOYENNE
1971,Duclaux Immo: Agence immobilière Aurillac,Aurillac,contact@duclauximmo.com,https://www.duclauximmo.com/,duclauximmo.com,MOYENNE
2174,Logé Immo – Vente & Location immobilière à Marseille,Marseille,contact@logeimmo.com,https://logeimmo.com/,logeimmo.com,MOYENNE
2354,Cabinet Barme: Agence immobilière Toulon,Toulon,contact@barme-immobilier.com,https://www.barme-immobilier.com/,barme-immobilier.com,MOYENNE
2374,Cabinet Barme: Agence immobilière Toulon,Toulon,contact@barme-immobilier.com,https://www.barme-immobilier.com/,barme-immobilier.com,MOYENNE
2395,L'Agence Sud: Agence immobilière à La Garde,La Garde,contact@lagencesud.fr,https://www.lagencesud.fr/,lagencesud.fr,MOYENNE
2630,Our agency,Cannes France,contact@occitan-properties.com,https://occitan-properties.com/en/our-agency,occitan-properties.com,MOYENNE
2930,Gestion Locative et Expertise Immobilière à Saint-Maximin- ...,Grantchester Way Suite,contact@cabinet-fei.com,https://cabinet-fei.com/contact/,cabinet-fei.com,MOYENNE
3018,Helium Immobilier - Agence Immobilière à Montpellier,Montpellier,helium.immobilier@gmail.com,https://www.heliumimmobilier.com/,heliumimmobilier.com,MOYENNE
3054,"Agence immobilière Montpellier, Castelnau-le-Lez | Efka",Montpellier Efka,efka@efkaimmobilier.fr,https://www.efkaimmobilier.fr/,efkaimmobilier.fr,MOYENNE
3062,GASCON IMMOBILIER Montpellier,,accueil@gascon-immobilier.com,https://www.gascon-immobilier.com/,gascon-immobilier.com,MOYENNE
3309,Confidere Immobilier: Accueil,Castelnau Le Lez,contact@confidere-immobilier.fr,https://confidere-immobilier.fr/,confidere-immobilier.fr,MOYENNE
3382,Lille and Co | Agence immobilière à Lille - Vente - Location ...,Lille,contact@lcoimmo.fr,https://www.lilleandco-immobilier.fr/,lilleandco-immobilier.fr,MOYENNE
3436,Cabinet Bienaimé - Immobilier Amiens et sa région,,contact@cabinet-bienaime.fr,https://www.cabinet-bienaime.fr/,cabinet-bienaime.fr,MOYENNE
3458,IMMO DES HAUTS,,agence@immodeshauts.fr,https://fr.linkedin.com/company/immo-des-hauts,fr.linkedin.com,MOYENNE
3527,Agence immobilière d'HOME immo,Raimbeaucourt France,contact@dhomeimmo.com,https://dhomeimmo.com/fr/,dhomeimmo.com,MOYENNE
3563,Acheter une propriété en France | Home France Immobilier,Strasbourg France,info@HomeFrance.com,https://homefrance.com/fr/,homefrance.com,MOYENNE
3715,AGENCE IMMOBILIÈRE MULHOUSE,,chloe.mouget@gemilli.fr,https://gemilli.fr/fr/,gemilli.fr,MOYENNE
3740,Cabinet Blique - Agence immobilière à Nancy,Art,direction@cabinetblique.fr,https://www.cabinetblique.fr/,cabinetblique.fr,MOYENNE
3815,Agence Voirol: Agence immobilière Chaumont,Chaumont,info@agencevoirol.com,https://www.agencevoirol.com/,agencevoirol.com,MOYENNE
3944,"AM GESTION | Gestion immobilière, location et vente de biens",Aixe,amgestion@amgestion.fr,https://amgestion.fr/,amgestion.fr,MOYENNE
4095,Agence immobilière ANDRE GARRETA ...,Anglet,agence@garreta-immobilier.com,https://garreta-immobilier.com/fr/ventes,garreta-immobilier.com,MOYENNE
4147,agence immobiliere - Artemia Immobilier - Arcachon - 33120,Fax,contact@artemia-immobilier.com,https://www.maisonsetappartements.fr/fr/gironde-33/artemia-immobilier-2052/agence-immobiliere.html,maisonsetappartements.fr,MOYENNE
4267,"Youlive Immobilier - Agence immobilière - Acheter, vendre ...",,contact@youlive-immobilier.fr,https://youlive-immobilier.fr/,youlive-immobilier.fr,MOYENNE
4281,IMMOBILIERE DES 3 RIVES,Angers,agence@immo3rives.com,https://www.immo3rives.com/,immo3rives.com,MOYENNE
4430,Agence de la Ria : l'agence immobilière à Pornic et ses ...,Pornic,contact@agencedelaria.fr,https://www.agencedelaria.fr/,agencedelaria.fr,MOYENNE
4499,L'Agence Saint Louis Caen: Agence Immobilière à Caen et ...,Caen,agencesaintlouis@immobiliercaen.fr,https://www.immobiliercaen.fr/,immobiliercaen.fr,MOYENNE
4567,Granville,Granville,granville@barassinimmobilier.com,https://www.barassinimmobilier.com/secteur_bien/Granville_1_2/maison-granville.html,barassinimmobilier.com,MOYENNE
4576,"DEMEURES COTIERES, agence immobilière Étretat Yport",Etretat Demeures Cotières,contact@demeures-cotieres.fr,https://www.demeures-cotieres.fr/,demeures-cotieres.fr,MOYENNE
4625,Privilège Immo | Agence Immobilière à Sens,Sens,contact@privilegeimmo.fr,https://privilegeimmo.fr/,privilegeimmo.fr,MOYENNE
3,"Génération Immo, agence immobilière Paris 12ème",Paris,infos@generation-immo.fr,https://www.generation-immo.fr/,generation-immo.fr,MOYENNE
18,Philippe HUBERT | Agent immobilier,Philippe,philippe.hubert@laplace-immobilier.fr,https://laplace-immobilier.fr/fr/equipe/38789,laplace-immobilier.fr,MOYENNE
104,AGIER & ASSOCIÉS,,contact@agier-associes.fr,https://www.agier-associes.fr/fr/,agier-associes.fr,MOYENNE
209,A2I IMMO à Sorède,Sorède,a2isorede@a2i-immo.fr,https://www.a2i-immo.fr/,a2i-immo.fr,MOYENNE
545,"Pauline Druel - Fondatrice L'immobilier sympa, 50 rue Bayen",Paris,pauline.druel@immobiliersympa.fr,https://fr.linkedin.com/in/pauline-druel-954598177,fr.linkedin.com,MOYENNE
663,AGENCE PRINCIPALE Clamart: immobilier,Clamart,agenceprincipaleclamart@gmail.com,https://www.agenceprincipaleclamart.com/,agenceprincipaleclamart.com,MOYENNE
894,Agence immobilière Poitiers | Cabinet David-Descubes,Poitiers,commerce@agence-descubes.fr,https://www.david-descubes.fr/,david-descubes.fr,MOYENNE
1117,"Agence Manda : Vente, Syndic, Location & Gestion locative",,contact@manda.fr,https://www.manda.fr/,manda.fr,MOYENNE
